Date,Close,Volume,High_Low_Pct,Open_Close_Pct,Day_Of_Week,Month_Of_Year,Quarter_Of_Year
2017-04-11,1205.01001,216182000,0.017356362047477952,-0.000165933061419179,1,4,2
2017-04-12,1200.369995,288702016,0.0086734223346918,0.0005415205334251246,2,4,2
2017-04-13,1169.280029,351968992,0.04276060714163785,0.0008979260518953285,3,4,2
2017-04-14,1167.540039,254827008,0.02673760677125454,-0.0002055518371820346,4,4,2
2017-04-15,1172.52002,203559008,0.01977753722988251,7.672790098724302e-05,5,4,2
2017-04-16,1182.939941,183231008,0.012459373693632614,0.0002621088267066216,6,4,2
2017-04-17,1193.910034,253206000,0.01897411806133217,-0.0001172734929875501,0,4,2
2017-04-18,1211.670044,270524000,0.01993677643203013,0.0003796091207153927,1,4,2
2017-04-19,1210.290039,288060992,0.008655072178463756,0.000652667521458515,2,4,2
2017-04-20,1229.079956,315108000,0.026795544632162483,0.0002767012824021054,3,4,2
2017-04-21,1222.050049,272167008,0.016765837153917364,0.0005400040698333761,4,4,2
2017-04-22,1231.709961,249320000,0.022416848287577288,0.0001705620695227458,5,4,2
2017-04-23,1207.209961,258951008,0.02347294000108263,0.0020046587405518944,6,4,2
2017-04-24,1250.150024,235806000,0.034150885666894566,0.0002399128058569914,0,4,2
2017-04-25,1265.48999,242556000,0.014088326446683938,0.0003951038759303027,1,4,2
2017-04-26,1281.079956,329631008,0.02282898799083264,0.0006245113712480446,2,4,2
2017-04-27,1317.72998,449196992,0.02996948453250244,7.5963969492184266e-06,3,4,2
2017-04-28,1316.47998,527488992,0.030107503385669362,0.001033047232514645,4,4,2
2017-04-29,1321.790039,422705984,0.00911640753608924,6.049069643506243e-05,5,4,2
2017-04-30,1347.890015,413115008,0.025088970352633883,0.0003042043456342364,6,4,2
2017-05-01,1421.599976,713624000,0.06379877910988649,-0.0004009193933750858,0,5,2
2017-05-02,1452.819946,477337984,0.04111781917365473,0.0006608410096814162,1,5,2
2017-05-03,1490.089966,583795968,0.03128175691218417,0.0004227966192478762,2,5,2
2017-05-04,1537.670044,933548992,0.07928387980253336,0.0020810387849371764,3,5,2
2017-05-05,1555.449951,946035968,0.057321697314936165,0.000874414505671134,4,5,2
2017-05-06,1578.800049,582529984,0.023533257050243075,0.0004243235236940649,5,5,2
2017-05-07,1596.709961,1080029952,0.02369592806780578,0.00013157242400389866,6,5,2
2017-05-08,1723.3499760000002,1340320000,0.07917110970898443,0.0003133658325473824,0,5,2
2017-05-09,1755.359985,1167920000,0.06828056729840475,0.0006608530500368447,1,5,2
2017-05-10,1787.130005,915723008,0.0403350392461409,-0.003782606738786173,2,5,2
2017-05-11,1848.569946,799489984,0.06755352472229716,-0.0015200593334756506,3,5,2
2017-05-12,1724.2399899999998,740984000,0.09571372839762593,-0.0006495586498952447,4,5,2
2017-05-13,1804.910034,579635008,0.09806310918597316,-0.0022439063020910357,5,5,2
2017-05-14,1808.910034,437196000,0.03084511553074138,-0.0002598763847643659,6,5,2
2017-05-15,1738.430054,731529024,0.061022866084556524,0.001880948268511773,0,5,2
2017-05-16,1734.449951,959044992,0.058937172970371515,-0.004450962102163296,1,5,2
2017-05-17,1839.089966,1064729984,0.1216311417974145,-0.011087013347339391,2,5,2
2017-05-18,1888.650024,894321024,0.053875772095587963,0.004617039096281088,3,5,2
2017-05-19,1987.709961,1157289984,0.06045233170215576,-0.001745712940058167,4,5,2
2017-05-20,2084.72998,961336000,0.05560221859796966,-0.008490284674660866,5,5,2
2017-05-21,2041.199951,1147859968,0.04003930208588955,0.0009749118399817335,6,5,2
2017-05-22,2173.399902,1942220032,0.1417484316178655,0.008355644528781155,0,5,2
2017-05-23,2320.419922,1378749952,0.06532938627495984,0.00040949269181474857,1,5,2
2017-05-24,2443.639893,1725379968,0.08716828588346973,0.0010640262533969057,2,5,2
2017-05-25,2304.97998,2406700032,0.20934227529962307,0.006902408323737354,3,5,2
2017-05-26,2202.419922,1763480064,0.2421826608341867,-0.0027923385266218595,4,5,2
2017-05-27,2038.869995,1700480000,0.2178917274681605,0.007460055343057779,5,5,2
2017-05-28,2155.800049,1147139968,0.10382263685048017,0.0016837753583333662,6,5,2
2017-05-29,2255.610107,994625024,0.0948571469785814,-0.00011083475784407805,0,5,2
2017-05-30,2175.469971,1443970048,0.08349448938955871,0.005387327867648192,1,5,2
2017-05-31,2286.409912,1544829952,0.07714034254508438,0.000839817038021956,2,5,2
2017-06-01,2407.879883,1653180032,0.06994612208213087,-0.0015988563329841134,3,6,2
2017-06-02,2488.550049,1317030016,0.0485522296607488,0.0020774836343265533,4,6,2
2017-06-03,2515.350098,1514950016,0.06533330564305355,0.012896789606263429,5,6,2
2017-06-04,2511.810059,1355120000,0.054372141485760285,0.0002348278676115457,6,6,2
2017-06-05,2686.810059,1369309952,0.07034845154612146,0.0014999307399868615,0,6,2
2017-06-06,2863.199951,2089609984,0.11485997454041208,0.00215840042810882,1,6,2
2017-06-07,2732.159912,1517709952,0.0625128937374985,-0.0042713173371530105,2,6,2
2017-06-08,2805.6201170000004,1281170048,0.05404447879899637,0.0006486352122202503,3,6,2
2017-06-09,2823.810059,1348950016,0.037948590852839255,0.0015333304682445426,4,6,2
2017-06-10,2947.709961,2018889984,0.07443517771483366,-0.0017980225565346738,5,6,2
2017-06-11,2958.110107,1752400000,0.054943995453885015,-0.0016531284580746622,6,6,2
2017-06-12,2659.629883,2569530112,0.1900689043683433,0.008001124192512492,0,6,2
2017-06-13,2717.02002,1781200000,0.052317087406749084,-5.157746316507546e-05,1,6,2
2017-06-14,2506.3701170000004,1696560000,0.1549521107620473,-0.002709112654170873,2,6,2
2017-06-15,2464.580078,2026259968,0.14539350267078782,0.002024681626108655,3,6,2
2017-06-16,2518.560059,1195190016,0.06488901174312857,-0.0018066073047337023,4,6,2
2017-06-17,2655.879883,1534509952,0.08057674294253954,-0.0001994762652448314,5,6,2
2017-06-18,2548.290039,1178659968,0.05792960998020544,0.0002903868824486012,6,6,2
2017-06-19,2589.600098,1446840064,0.04465230605566941,0.0006409916346860119,0,6,2
2017-06-20,2721.790039,1854189952,0.06704322247919196,-0.004541168430663057,1,6,2
2017-06-21,2689.100098,1626579968,0.041952380135067316,0.0007176865604354028,2,6,2
2017-06-22,2705.409912,1097939968,0.03079818030268198,0.0007134504798841909,3,6,2
2017-06-23,2744.909912,961318976,0.02172644629448502,-0.002327905907609308,4,6,2
2017-06-24,2608.719971,982750016,0.06764891625907736,-0.0005634836304168374,5,6,2
2017-06-25,2589.409912,1161100032,0.050992855756718115,0.0004480387576426005,6,6,2
2017-06-26,2478.449951,1663280000,0.10056009875821392,0.0,0,6,2
2017-06-27,2552.449951,1489789952,0.09406811085374613,0.0002272632220556154,1,6,2
2017-06-28,2574.790039,1183869952,0.04812393305224833,-0.002807988181750173,2,6,2
2017-06-29,2539.320068,949979008,0.031209210439511206,-3.153521330732762e-05,3,6,2
2017-06-30,2480.840088,860273024,0.03260938183343405,0.004740333751007964,4,6,2
2017-07-01,2434.550049,779913984,0.03969859864253165,0.0007598336295283805,5,7,3
2017-07-02,2506.469971,803747008,0.04987386907313207,-0.003155797632334801,6,7,3
2017-07-03,2564.060059,964112000,0.04617271337246921,-0.0011934427936892214,0,7,3
2017-07-04,2601.639893,985516032,0.028225911748631764,0.0004728648277997335,1,7,3
2017-07-05,2601.98999,941566016,0.033129089983130036,0.0023482442374806573,2,7,3
2017-07-06,2608.560059,761956992,0.01356864333074453,1.1511715015495905e-05,3,7,3
2017-07-07,2518.659912,917411968,0.16698337907251848,0.0006392716985443704,4,7,3
2017-07-08,2571.340088,733329984,0.031709549425688065,0.0004939132734432941,5,7,3
2017-07-09,2518.439941,527856000,0.04683046003476326,0.002704078381672994,6,7,3
2017-07-10,2372.560059,1111200000,0.09307106447692076,0.0056183336432033045,0,7,3
2017-07-11,2337.790039,1329760000,0.050792146064874096,-0.002147335268032617,1,7,3
2017-07-12,2398.840088,1117410048,0.06530150891253349,0.0016090539003865989,2,7,3
2017-07-13,2357.899902,835769984,0.03605126822024714,0.0011409245989271904,3,7,3
2017-07-14,2233.340088,882502976,0.08246078333441556,-0.0014417736990890086,4,7,3
2017-07-15,1998.859985,993608000,0.12094485803823075,-0.0034419644455486874,5,7,3
2017-07-16,1929.819946,1182870016,0.11705723054173844,0.0014509379519077395,6,7,3
2017-07-17,2228.409912,1201760000,0.15412755522070445,0.0022931633773848764,0,7,3
2017-07-18,2318.879883,1512450048,0.10293938152377037,0.0018113033929840468,1,7,3
2017-07-19,2273.429932,1245100032,0.06058672932034995,-0.0015571357402186165,2,7,3
2017-07-20,2817.600098,2249260032,0.2779033731747622,0.007385652071339539,3,7,3
2017-07-21,2667.76001,1489449984,0.08259809138790825,0.000326068685616006,4,7,3
2017-07-22,2810.1201170000004,1177129984,0.07702494403225818,-0.0007188372439242966,5,7,3
2017-07-23,2730.399902,1072840000,0.06716052170074331,0.0008423853950167423,6,7,3
2017-07-24,2754.860107,866473984,0.0289235180578201,0.0009582675335463156,0,7,3
2017-07-25,2576.47998,1460089984,0.1157294440512738,0.0005006986314715562,1,7,3
2017-07-26,2529.449951,937404032,0.06526846654229032,0.003660878918098017,2,7,3
2017-07-27,2671.780029,789104000,0.06483113155797975,0.0029755260214949586,3,7,3
2017-07-28,2809.01001,1380099968,0.0812469810857585,-0.0007084310817390198,4,7,3
2017-07-29,2726.449951,803745984,0.043062967502196466,-0.0007555825476438486,5,7,3
2017-07-30,2757.179932,705942976,0.04298161589042924,0.002197918942346352,6,7,3
2017-07-31,2875.340088,860574976,0.062122098850234266,-0.0014050647493354807,0,7,3
2017-08-01,2718.26001,1324669952,0.08777893350399127,0.003263070113737811,1,8,3
2017-08-02,2710.669922,1094950016,0.035202087207932435,-0.00040944232678143545,2,8,3
2017-08-03,2804.72998,804796992,0.04773314281841772,0.0007843721198430442,3,8,3
2017-08-04,2895.889893,1002120000,0.056715010513002526,0.0006008481207125714,4,8,3
2017-08-05,3252.909912,1945699968,0.14441894676739914,0.001444920126026501,5,8,3
2017-08-06,3213.939941,1105030016,0.0436335203206728,-0.00036090033457164615,6,8,3
2017-08-07,3378.939941,1482279936,0.06815389601415542,-0.0025806821524679033,0,8,3
2017-08-08,3419.939941,1752760064,0.041550233203444815,0.00013449388232998678,1,8,3
2017-08-09,3342.469971,1468960000,0.053912525658449575,-0.000188448364671954,2,8,3
2017-08-10,3381.280029,1515110016,0.0403618593240769,-0.002206253530029654,3,8,3
2017-08-11,3650.620117,2021190016,0.09121853413503406,2.6751619413205174e-06,4,8,3
2017-08-12,3884.709961,2219589888,0.09304036736834227,-0.0012021288711082856,5,8,3
2017-08-13,4073.26001,3159089920,0.09087824240421097,-0.0017577841783785555,6,8,3
2017-08-14,4325.129883,2463089920,0.08422073278871355,0.00043012604252957044,0,8,3
2017-08-15,4181.930176,3258050048,0.14074883711731698,0.0044021940169285696,1,8,3
2017-08-16,4376.629883,2272039936,0.096837604847095,0.0017844913115309066,2,8,3
2017-08-17,4331.689941,2553359872,0.056787630685112424,-0.001696819740127275,3,8,3
2017-08-18,4160.620117,2941710080,0.08834237925425928,-0.005496804888904591,4,8,3
2017-08-19,4193.700195,2975820032,0.06868310778973354,-0.0010468406886200848,5,8,3
2017-08-20,4087.659912,2109769984,0.03105992305277105,0.0006898979026413664,6,8,3
2017-08-21,4001.73999,2800890112,0.030221139256462887,-0.0008471045116552276,0,8,3
2017-08-22,4100.52002,3764239872,0.12360043280025622,-0.0028069634933766195,1,8,3
2017-08-23,4151.52002,2369819904,0.04348995731844429,-0.0033529699803784264,2,8,3
2017-08-24,4334.680176,2037750016,0.059591983299967635,-0.0004291786070630954,3,8,3
2017-08-25,4371.600098,1727970048,0.03444115143296171,0.00010521570813645726,4,8,3
2017-08-26,4352.399902,1511609984,0.025707752741723832,-0.0016771905533418106,5,8,3
2017-08-27,4382.879883,1537459968,0.02300049431541091,0.00035828314759242064,6,8,3
2017-08-28,4382.660156,1959330048,0.042439126928173775,0.0014944816086259304,0,8,3
2017-08-29,4579.02002,2486080000,0.06285434956078037,-0.0018912686474778387,1,8,3
2017-08-30,4565.299805,1937849984,0.034689249831367966,-0.0021269054420840093,2,8,3
2017-08-31,4703.3901369999985,1944930048,0.04102736778930883,-0.00034663741524961145,3,8,3
2017-09-01,4892.009765999999,2599079936,0.045629715062292686,0.0019235766995811079,4,9,3
2017-09-02,4578.77002,2722139904,0.11317355490360502,0.001419595212602532,5,9,3
2017-09-03,4582.959961,1933190016,0.06711583566380543,0.0018917734550987152,6,9,3
2017-09-04,4236.310059,2987330048,0.11761999623375502,-0.0018931617110889878,0,9,3
2017-09-05,4376.529785,2697969920,0.10748321719494858,1.3722972983346187e-05,1,9,3
2017-09-06,4597.120117,2172100096,0.05498805338817121,-0.00173586501916521,2,9,3
2017-09-07,4599.879883,1844620032,0.03645021812177762,0.0011479154095990352,3,9,3
2017-09-08,4228.75,2700890112,0.14375317845474705,0.0002506790422702607,4,9,3
2017-09-09,4226.060059,1386230016,0.047327360591682764,0.0007760857522634937,5,9,3
2017-09-10,4122.939941,1679090048,0.07451200167399763,-0.00011392986721155703,6,9,3
2017-09-11,4161.27002,1557330048,0.039583847362837724,0.0018287356896872747,0,9,3
2017-09-12,4130.810059,1864530048,0.06350451942407782,0.0002832182993867605,1,9,3
2017-09-13,3882.590088,2219409920,0.09025522043734624,-0.0018595759110174664,2,9,3
2017-09-14,3154.949951,2716310016,0.2431116045059255,0.003597552473503529,3,9,3
2017-09-15,3637.52002,4148069888,0.2670279176676099,6.322439429477393e-05,4,9,3
2017-09-16,3625.040039,1818400000,0.09204970637855543,-0.005175118011986175,5,9,3
2017-09-17,3582.879883,1239149952,0.06360797204758864,0.002291509977478296,6,9,3
2017-09-18,4065.199951,1943209984,0.135930839950568,0.002113078840780587,0,9,3
2017-09-19,3924.969971,1563980032,0.058208196240669925,-0.002193612706241012,1,9,3
2017-09-20,3905.949951,1213830016,0.04501608819184396,-0.0011469629811443568,2,9,3
2017-09-21,3631.040039,1411480064,0.08379110445827594,-0.0008317228583442763,3,9,3
2017-09-22,3630.699951,1194829952,0.057615945082534266,-0.0002148425952369641,4,9,3
2017-09-23,3792.399902,928113984,0.062491272450656485,0.0009888197703049092,5,9,3
2017-09-24,3682.840088,768014976,0.03524775790293716,-0.00034212997846579866,6,9,3
2017-09-25,3926.070068,1374210048,0.07297679700232232,0.0005959761184780848,0,9,3
2017-09-26,3892.350098,1043740032,0.025837875276392596,0.00015153904072062383,1,9,3
2017-09-27,4200.669922,1686880000,0.08371809538335602,-0.0008427320084018813,2,9,3
2017-09-28,4174.72998,1712320000,0.04127061730837522,-0.0007449255436634678,3,9,3
2017-09-29,4163.069824,1367049984,0.0434085798016644,0.0007302397337836324,4,9,3
2017-09-30,4338.709961,1207449984,0.04748304905841027,0.0005392948643796392,5,9,3
2017-10-01,4403.740234000001,1208210048,0.031366775839993026,-0.0018007817397524579,6,10,4
2017-10-02,4409.319824,1431730048,0.021192659630588112,-0.00019501034951475703,0,10,4
2017-10-03,4317.47998,1288019968,0.04075711568419847,0.0004377870907927922,1,10,4
2017-10-04,4229.3598630000015,1116770048,0.033699759080704904,0.00012295477728162802,2,10,4
2017-10-05,4328.410156,1161769984,0.04769163225702575,-0.0009126203057546725,3,10,4
2017-10-06,4370.810059,1069939968,0.021465014619729144,-0.0003340252676947717,4,10,4
2017-10-07,4426.8901369999985,906928000,0.028425980616532138,0.0006279317791889963,5,10,4
2017-10-08,4610.47998,1313869952,0.04959551692952992,0.0008762731901071746,6,10,4
2017-10-09,4772.02002,1968739968,0.06889630519800614,0.0008780225108945865,0,10,4
2017-10-10,4781.990234000001,1597139968,0.032962544494275214,0.0015181473915153998,1,10,4
2017-10-11,4826.47998,1222279936,0.02569646626662577,0.0006423103406304586,2,10,4
2017-10-12,5446.910156,2791610112,0.1295956358357528,0.0031669330879266298,3,10,4
2017-10-13,5647.209961,3615480064,0.07420651659099682,-0.0006516803918068183,4,10,4
2017-10-14,5831.790039,1669030016,0.044004988155767824,0.0007150329439353692,5,10,4
2017-10-15,5678.189941,1976039936,0.06824178511504267,0.0016519142715307976,6,10,4
2017-10-16,5725.589844,2008070016,0.0418490678802055,0.002792766236435268,0,10,4
2017-10-17,5605.509765999999,1821570048,0.05986600266938725,-0.00030147873619797106,1,10,4
2017-10-18,5590.689941,2399269888,0.08781620055385607,-0.0012430857502993213,2,10,4
2017-10-19,5708.52002,1780540032,0.03856223521799215,-7.184997136952222e-05,3,10,4
2017-10-20,6011.450195,2354429952,0.07692592706154165,-0.0024387053912870212,4,10,4
2017-10-21,6031.600098,2207099904,0.03852596294436929,0.0008389246498085766,5,10,4
2017-10-22,6008.419922,2034630016,0.049016447523205636,-0.000402755138857627,6,10,4
2017-10-23,5930.319824,2401840128,0.05985545779237856,0.0008768828923786856,0,10,4
2017-10-24,5526.6401369999985,2735699968,0.07836586561624216,-0.00036912824961078596,1,10,4
2017-10-25,5750.799805,1966989952,0.06603522174003892,-0.000495515423354109,2,10,4
2017-10-26,5904.830078,1905040000,0.044672216834079584,-0.0008619797577177927,3,10,4
2017-10-27,5780.899902,1710130048,0.045309561301364334,0.0011970319703349262,4,10,4
2017-10-28,5753.089844,1403920000,0.03296256162033467,0.00023467337319746373,5,10,4
2017-10-29,6153.850098,2859040000,0.09278058403640338,-0.0063374959381404155,6,10,4
2017-10-30,6130.529785,1772150016,0.028827091084027243,0.00024308421168533839,0,10,4
2017-10-31,6468.399902,2311379968,0.06014750854181147,-0.0042405675925384105,1,10,4
2017-11-01,6767.310059,2870320128,0.06105950302356938,0.0015456600789391386,2,11,4
2017-11-02,7078.5,4653770240,0.09004809248491723,0.0012756636292999533,3,11,4
2017-11-03,7207.759765999999,3369860096,0.06545109651969251,-0.006004609948871477,4,11,4
2017-11-04,7379.950195,2483800064,0.06564666634155278,0.0033292670479871146,5,11,4
2017-11-05,7407.410156,2380410112,0.03876758154190574,-0.0005656418251128951,6,11,4
2017-11-06,7022.759765999999,3111899904,0.06257179392780735,4.846129033905801e-05,0,11,4
2017-11-07,7144.379883,2326340096,0.032780356649844584,-0.0004199104819633791,1,11,4
2017-11-08,7459.689941,4602200064,0.09311189737135434,-0.001723913876006992,2,11,4
2017-11-09,7143.580078,3226249984,0.048624809481280604,0.0042205591133292406,3,11,4
2017-11-10,6618.1401369999985,5208249856,0.13595580881595712,7.097552942027916e-05,4,11,4
2017-11-11,6357.600098,4908680192,0.1078184951241288,-0.00977568611456875,5,11,4
2017-11-12,5950.069824,8957349888,0.20040552307295928,-0.0019865017301686294,6,11,4
2017-11-13,6559.490234000001,6263249920,0.16544351761252468,0.000303338510923574,0,11,4
2017-11-14,6635.75,3197110016,0.04692691298796767,-0.0001492271408658829,1,11,4
2017-11-15,7315.540039,4200880128,0.10663388863385123,0.0010525805284298505,2,11,4
2017-11-16,7871.689941,5123809792,0.1101917342808196,-0.002301934798729948,3,11,4
2017-11-17,7708.990234000001,4651670016,0.058655565421158615,-0.0015281214066201676,4,11,4
2017-11-18,7790.149901999999,3667190016,0.05648203728206315,-0.003096232717397007,5,11,4
2017-11-19,8036.490234000001,3149319936,0.05300295717572026,0.00032098464937902653,6,11,4
2017-11-20,8200.639648,3488450048,0.04874612493058802,0.0006219741653011693,0,11,4
2017-11-21,8071.259765999999,4277609984,0.07548268554974037,0.0008289200439545279,1,11,4
2017-11-22,8253.549805,3633530112,0.02808375796851341,-0.002564947507456272,2,11,4
2017-11-23,8038.77002,4225179904,0.028440964280751907,0.004384999186728818,3,11,4
2017-11-24,8253.69043,5058610176,0.054556578435780365,-0.0014515287557253446,4,11,4
2017-11-25,8790.919922,4342060032,0.0732217121131621,-0.00021384371791341732,5,11,4
2017-11-26,9330.549805,5475579904,0.08516120936428763,0.0023760574096200466,6,11,4
2017-11-27,9818.349609,5653320192,0.04978550577708348,0.0005174066113252606,0,11,4
2017-11-28,10058.799805,6348819968,0.03999470001940834,0.0018491854257555386,1,11,4
2017-11-29,9888.610352,11568799744,0.19960046614884772,0.0018384470975057621,2,11,4
2017-11-30,10233.599609,8310689792,0.17376021961228666,-0.003420106447121406,3,11,4
2017-12-01,10975.599609,6783119872,0.139463492696464,0.0002460180852247576,4,12,4
2017-12-02,11074.599609,5138500096,0.03806481379201849,0.0007314563312442961,5,12,4
2017-12-03,11323.200195,6608309760,0.09176028309703547,-0.0006888338866819992,6,12,4
2017-12-04,11657.200195,6132409856,0.05192300890874999,0.0024448409157650226,0,12,4
2017-12-05,11916.700195,6895260160,0.036830257432451774,0.0005622526278550703,1,12,4
2017-12-06,14291.5,12656300032,0.20511759546765368,-0.0017773075604379676,2,12,4
2017-12-07,17899.699219,17950699520,0.2733383699075199,-0.005407846624442157,3,12,4
2017-12-08,16569.400391,21135998976,0.2801512105448791,-0.002782213532907166,4,12,4
2017-12-09,15178.200195,13911300096,0.22728499075909656,-0.0006456499370214179,5,12,4
2017-12-10,15455.400391,13433299968,0.19838810257887501,-0.0018116644856580343,6,12,4
2017-12-11,16936.800781,12153900032,0.13691191139760472,-0.0010037314732467596,0,12,4
2017-12-12,17415.400391,14603799552,0.07302862732350493,0.004857746999817501,1,12,4
2017-12-13,16408.199219,12976900096,0.10058787847561768,-0.0014382815374809768,2,12,4
2017-12-14,16564.0,13777399808,0.05559779612262922,0.002251918679063133,3,12,4
2017-12-15,17706.900391,14309999616,0.0935347686596438,0.0030157954707388922,4,12,4
2017-12-16,19497.400391,12740599808,0.1256843068540392,-0.001107819994811609,5,12,4
2017-12-17,19140.800781,13314599936,0.05875906704269475,-0.001797228360171318,6,12,4
2017-12-18,19114.199219,14839499776,0.05530099790134565,0.00021458194261815647,0,12,4
2017-12-19,17776.699219,16894499840,0.11012192753524254,-0.0009224681026537053,1,12,4
2017-12-20,16624.599609,22149699584,0.11550153327137587,0.0010707495169003463,2,12,4
2017-12-21,15802.900391,16516599808,0.14502004182582534,0.006017857902474758,3,12,4
2017-12-22,13831.799805,22197999616,0.34736756452294426,0.008451567521801541,4,12,4
2017-12-23,14699.200195,13086000128,0.12831195873979165,-0.006190813023347628,5,12,4
2017-12-24,13925.799805,11572299776,0.14734420925091427,0.005033864265004681,6,12,4
2017-12-25,14026.599609,10664699904,0.08507012289016817,0.0007129311649833948,0,12,4
2017-12-26,16099.799805,13454300160,0.17337772456923273,0.003956583048952978,1,12,4
2017-12-27,15838.5,12487600128,0.12019085299598492,0.0016162899895823962,2,12,4
2017-12-28,14606.5,12336499712,0.13999129051525766,0.006113703145859758,3,12,4
2017-12-29,14656.200195,13025500160,0.06793877123086603,0.0017535374556883758,4,12,4
2017-12-30,12952.200195,14452599808,0.18880825708488408,-0.004207779310038683,5,12,4
2017-12-31,14156.400391,12136299520,0.1271442214959225,-0.0031222764812515666,6,12,4
2018-01-01,13657.200195,10291200000,0.07278767176799197,-0.0023577449653105448,0,1,1
2018-01-02,14982.099609,16846600192,0.1732808705637379,-0.00026027153081126887,1,1,1
2018-01-03,15201.0,16871900160,0.04906192899727176,0.0045852374843759905,2,1,1
2018-01-04,15599.200195,21783199744,0.08383715853326315,-0.007820913795253721,3,1,1
2018-01-05,17429.5,23840899072,0.1646012212288023,0.0018703697180068727,4,1,1
2018-01-06,17527.0,18314600448,0.056535843629165826,1.7161008729487894e-05,5,1,1
2018-01-07,16477.599609,15866000384,0.09273540629901086,-8.498750019618327e-05,6,1,1
2018-01-08,15170.099609,18413899776,0.16396870567884056,-0.0030586097122575154,0,1,1
2018-01-09,14595.400391,16659999744,0.07442457016084304,-0.00047277846548521036,1,1,1
2018-01-10,14973.299805,18500800512,0.0936440627366052,-0.00034058023724992267,2,1,1
2018-01-11,13405.799805,16534099968,0.14595711526341335,0.0035880429888307326,3,1,1
2018-01-12,13980.599609,12065699840,0.08145559114531235,-0.0020170249337409206,4,1,1
2018-01-13,14360.200195,12763599872,0.05067942355324863,0.0007381241108109162,5,1,1
2018-01-14,13772.0,11084099584,0.09374433260476338,-0.00034128630554744693,6,1,1
2018-01-15,13819.799805,12750799872,0.05892225994635272,0.0011794529754405672,0,1,1
2018-01-16,11490.5,18853799936,0.35784549903210544,-0.005169521865889145,1,1,1
2018-01-17,11188.599609,18830600192,0.24203783882017305,0.0009116597569364123,2,1,1
2018-01-18,11474.900391,15020399616,0.10644732053918214,-0.003930368409591771,3,1,1
2018-01-19,11607.400391,10740400128,0.07345979938621935,0.004204197525385443,4,1,1
2018-01-20,12899.200195,11801700352,0.1241227656351179,-0.0007752418637456459,5,1,1
2018-01-21,11600.099609,9935179776,0.14242307615275246,0.0028448031579312275,6,1,1
2018-01-22,10931.400391,10537400320,0.1685709422793174,0.0011983468294497661,0,1,1
2018-01-23,10868.400391,9660609536,0.1231921369811085,0.0032203451051530186,1,1,1
2018-01-24,11359.400391,9940989952,0.0809790223303923,0.005484427157736255,2,1,1
2018-01-25,11259.400391,8873169920,0.06586537325651956,-0.0003020046256386138,3,1,1
